Nom,National №,Type,Species,Height,Weight,Abilities,Local №,EV yield,Catch rate,Base Friendship,Base Exp.,Growth Rate,Egg Groups,Gender,Egg cycles,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Image
Lanturn,0171,Water | Electric,Light Pokémon,1.2 m (3′11″),22.5 kg (49.6 lbs),1. | Volt Absorb | 2. | Illuminate | Water Absorb | (hidden ability),0175 | (Gold/Silver/Crystal) | 0182 | (Ruby/Sapphire/Emerald) | 0177 | (HeartGold/SoulSilver) | 0148 | (X/Y — Coastal Kalos) | 0191 | (Omega Ruby/Alpha Sapphire) | 0202 | (Sun/Moon — Alola dex) | 0258 | (U.Sun/U.Moon — Alola dex) | 0221 | (Sword/Shield) | 0189 | (The Isle of Armor) | 0079 | (The Indigo Disk),2 HP,"75 (9.8% with PokéBall, full HP)",50 (normal),161,Slow,Water 2,"50% male, 50% female","20				(4,884–5,140 steps)",125,58,58,76,76,67,460,https://img.pokemondb.net/artwork/large/lanturn.jpg
Pichu,0172,Electric,Tiny Mouse Pokémon,0.3 m (1′00″),2.0 kg (4.4 lbs),1. | Static | Lightning Rod | (hidden ability),0021 | (Crystal/Gold/Silver) | 0155 | (Ruby/Sapphire/Emerald) | 0103 | (Diamond/Pearl) | 0103 | (Platinum) | 0021 | (HeartGold/SoulSilver) | 0035 | (X/Y — Central Kalos) | 0162 | (Omega Ruby/Alpha Sapphire) | 0024 | (Sun/Moon — Alola dex) | 0031 | (U.Sun/U.Moon — Alola dex) | 0193 | (Sword/Shield) | 0103 | (Brilliant Diamond/Shining Pearl) | 0055 | (Legends: Arceus) | 0073 | (Scarlet/Violet) | 0052 | (Legends: Z-A) | 0084 | (The Isle of Armor) | 0020 | (The Teal Mask),1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),41,Medium Fast,Undiscovered,"50% male, 50% female","10				(2,314–2,570 steps)",20,40,15,35,35,60,205,https://img.pokemondb.net/artwork/large/pichu.jpg
Cleffa,0173,Fairy,Star Shape Pokémon,0.3 m (1′00″),3.0 kg (6.6 lbs),1. | Cute Charm | 2. | Magic Guard | Friend Guard | (hidden ability),0040 | (Gold/Silver/Crystal) | 0099 | (Diamond/Pearl) | 0099 | (Platinum) | 0040 | (HeartGold/SoulSilver) | 0088 | (Black 2/White 2) | 0210 | (Sun/Moon — Alola dex) | 0272 | (U.Sun/U.Moon — Alola dex) | 0254 | (Sword/Shield) | 0099 | (Brilliant Diamond/Shining Pearl) | 0199 | (Legends: Arceus) | 0055 | (Legends: Z-A) | 0043 | (The Crown Tundra) | 0151 | (The Teal Mask),1 Sp. Def,"150 (19.6% with PokéBall, full HP)",140 (higher than normal),44,Fast,Undiscovered,"25% male, 75% female","10				(2,314–2,570 steps)",50,25,28,45,55,15,218,https://img.pokemondb.net/artwork/large/cleffa.jpg
Igglybuff,0174,Normal | Fairy,Balloon Pokémon,0.3 m (1′00″),1.0 kg (2.2 lbs),1. | Cute Charm | 2. | Competitive | Friend Guard | (hidden ability),0043 | (Gold/Silver/Crystal) | 0137 | (Ruby/Sapphire/Emerald) | 0043 | (HeartGold/SoulSilver) | 0281 | (Black 2/White 2) | 0119 | (X/Y — Mountain Kalos) | 0142 | (Omega Ruby/Alpha Sapphire) | 0134 | (Sun/Moon — Alola dex) | 0167 | (U.Sun/U.Moon — Alola dex) | 0059 | (Scarlet/Violet) | 0011 | (The Isle of Armor),1 HP,"170 (22.2% with PokéBall, full HP)",50 (normal),42,Fast,Undiscovered,"25% male, 75% female","10				(2,314–2,570 steps)",90,30,15,40,20,15,210,https://img.pokemondb.net/artwork/large/igglybuff.jpg
Togepi,0175,Fairy,Spike Ball Pokémon,0.3 m (1′00″),1.5 kg (3.3 lbs),1. | Hustle | 2. | Serene Grace | Super Luck | (hidden ability),0046 | (Gold/Silver/Crystal) | 0173 | (Platinum) | 0046 | (HeartGold/SoulSilver) | 0257 | (Sword/Shield) | 0127 | (Legends: Arceus),1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),49,Fast,Undiscovered,"87.5% male, 12.5% female","10				(2,314–2,570 steps)",35,20,65,40,65,20,245,https://img.pokemondb.net/artwork/large/togepi.jpg
Togetic,0176,Fairy | Flying,Happiness Pokémon,0.6 m (2′00″),3.2 kg (7.1 lbs),1. | Hustle | 2. | Serene Grace | Super Luck | (hidden ability),0047 | (Gold/Silver/Crystal) | 0174 | (Platinum) | 0047 | (HeartGold/SoulSilver) | 0258 | (Sword/Shield) | 0128 | (Legends: Arceus),2 Sp. Def,"75 (9.8% with PokéBall, full HP)",50 (normal),142,Fast,"Fairy, Flying","87.5% male, 12.5% female","10				(2,314–2,570 steps)",55,40,85,80,105,40,405,https://img.pokemondb.net/artwork/large/togetic.jpg
Natu,0177,Psychic | Flying,Tiny Bird Pokémon,0.2 m (0′08″),2.0 kg (4.4 lbs),1. | Synchronize | 2. | Early Bird | Magic Bounce | (hidden ability),0159 | (Gold/Silver/Crystal) | 0162 | (Ruby/Sapphire/Emerald) | 0161 | (HeartGold/SoulSilver) | 0169 | (Omega Ruby/Alpha Sapphire) | 0252 | (U.Sun/U.Moon — Alola dex) | 0092 | (Sword/Shield),1 Sp. Atk,"190 (24.8% with PokéBall, full HP)",50 (normal),64,Medium Fast,Flying,"50% male, 50% female","20				(4,884–5,140 steps)",40,50,45,70,45,70,320,https://img.pokemondb.net/artwork/large/natu.jpg
Xatu,0178,Psychic | Flying,Mystic Pokémon,1.5 m (4′11″),15.0 kg (33.1 lbs),1. | Synchronize | 2. | Early Bird | Magic Bounce | (hidden ability),0160 | (Gold/Silver/Crystal) | 0163 | (Ruby/Sapphire/Emerald) | 0162 | (HeartGold/SoulSilver) | 0170 | (Omega Ruby/Alpha Sapphire) | 0253 | (U.Sun/U.Moon — Alola dex) | 0093 | (Sword/Shield),"1 Sp. Atk, 1 Speed","75 (9.8% with PokéBall, full HP)",50 (normal),165,Medium Fast,Flying,"50% male, 50% female","20				(4,884–5,140 steps)",65,75,70,95,70,95,470,https://img.pokemondb.net/artwork/large/xatu.jpg
Mareep,0179,Electric,Wool Pokémon,0.6 m (2′00″),7.8 kg (17.2 lbs),1. | Static | Plus | (hidden ability),0053 | (Gold/Silver/Crystal) | 0053 | (HeartGold/SoulSilver) | 0025 | (Black 2/White 2) | 0127 | (X/Y — Coastal Kalos) | 0162 | (U.Sun/U.Moon — Alola dex) | 0101 | (Scarlet/Violet) | 0024 | (Legends: Z-A),1 Sp. Atk,"235 (30.7% with PokéBall, full HP)",50 (normal),56,Medium Slow,"Field, Monster","50% male, 50% female","20				(4,884–5,140 steps)",55,40,40,65,45,35,280,https://img.pokemondb.net/artwork/large/mareep.jpg
Flaaffy,0180,Electric,Wool Pokémon,0.8 m (2′07″),13.3 kg (29.3 lbs),1. | Static | Plus | (hidden ability),0054 | (Gold/Silver/Crystal) | 0054 | (HeartGold/SoulSilver) | 0026 | (Black 2/White 2) | 0128 | (X/Y — Coastal Kalos) | 0163 | (U.Sun/U.Moon — Alola dex) | 0102 | (Scarlet/Violet) | 0025 | (Legends: Z-A),2 Sp. Atk,"120 (15.7% with PokéBall, full HP)",50 (normal),128,Medium Slow,"Field, Monster","50% male, 50% female","20				(4,884–5,140 steps)",70,55,55,80,60,45,365,https://img.pokemondb.net/artwork/large/flaaffy.jpg
Ampharos,0181,Electric,Light Pokémon,1.4 m (4′07″),61.5 kg (135.6 lbs),1. | Static | Plus | (hidden ability),0055 | (Gold/Silver/Crystal) | 0055 | (HeartGold/SoulSilver) | 0027 | (Black 2/White 2) | 0129 | (X/Y — Coastal Kalos) | 0164 | (U.Sun/U.Moon — Alola dex) | 0103 | (Scarlet/Violet) | 0026 | (Legends: Z-A),3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),255,Medium Slow,"Field, Monster","50% male, 50% female","20				(4,884–5,140 steps)",90,75,85,115,90,55,510,https://img.pokemondb.net/artwork/large/ampharos.jpg
Bellossom,0182,Grass,Flower Pokémon,0.4 m (1′04″),5.8 kg (12.8 lbs),1. | Chlorophyll | Healer | (hidden ability),0086 | (Gold/Silver/Crystal) | 0091 | (Ruby/Sapphire/Emerald) | 0086 | (HeartGold/SoulSilver) | 0108 | (X/Y — Central Kalos) | 0094 | (Omega Ruby/Alpha Sapphire) | 0058 | (Sword/Shield) | 0065 | (The Indigo Disk),3 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),221,Medium Slow,Grass,"50% male, 50% female","20				(4,884–5,140 steps)",75,80,95,90,100,50,490,https://img.pokemondb.net/artwork/large/bellossom.jpg
Marill,0183,Water | Fairy,Aqua Mouse Pokémon,0.4 m (1′04″),8.5 kg (18.7 lbs),1. | Thick Fat | 2. | Huge Power | Sap Sipper | (hidden ability),0130 | (Gold/Silver/Crystal) | 0055 | (Ruby/Sapphire/Emerald) | 0125 | (Diamond/Pearl) | 0125 | (Platinum) | 0132 | (HeartGold/SoulSilver) | 0031 | (Black 2/White 2) | 0042 | (X/Y — Central Kalos) | 0056 | (Omega Ruby/Alpha Sapphire) | 0125 | (Brilliant Diamond/Shining Pearl) | 0047 | (Scarlet/Violet) | 0140 | (The Isle of Armor),2 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),88,Fast,"Fairy, Water 1","50% male, 50% female","10				(2,314–2,570 steps)",70,20,50,20,50,40,250,https://img.pokemondb.net/artwork/large/marill.jpg
Azumarill,0184,Water | Fairy,Aqua Rabbit Pokémon,0.8 m (2′07″),28.5 kg (62.8 lbs),1. | Thick Fat | 2. | Huge Power | Sap Sipper | (hidden ability),0131 | (Gold/Silver/Crystal) | 0056 | (Ruby/Sapphire/Emerald) | 0126 | (Diamond/Pearl) | 0126 | (Platinum) | 0133 | (HeartGold/SoulSilver) | 0032 | (Black 2/White 2) | 0043 | (X/Y — Central Kalos) | 0057 | (Omega Ruby/Alpha Sapphire) | 0126 | (Brilliant Diamond/Shining Pearl) | 0048 | (Scarlet/Violet) | 0141 | (The Isle of Armor),3 HP,"75 (9.8% with PokéBall, full HP)",50 (normal),210,Fast,"Fairy, Water 1","50% male, 50% female","10				(2,314–2,570 steps)",100,50,80,60,80,50,420,https://img.pokemondb.net/artwork/large/azumarill.jpg
Sudowoodo,0185,Rock,Imitation Pokémon,1.2 m (3′11″),38.0 kg (83.8 lbs),1. | Sturdy | 2. | Rock Head | Rattled | (hidden ability),0106 | (Gold/Silver/Crystal) | 0093 | (Diamond/Pearl) | 0093 | (Platinum) | 0107 | (HeartGold/SoulSilver) | 0130 | (X/Y — Mountain Kalos) | 0031 | (Sun/Moon — Alola dex) | 0038 | (U.Sun/U.Moon — Alola dex) | 0253 | (Sword/Shield) | 0093 | (Brilliant Diamond/Shining Pearl) | 0124 | (Legends: Arceus) | 0088 | (Scarlet/Violet) | 0084 | (The Teal Mask),2 Defense,"65 (8.5% with PokéBall, full HP)",50 (normal),144,Medium Fast,Mineral,"50% male, 50% female","20				(4,884–5,140 steps)",70,100,115,30,65,30,410,https://img.pokemondb.net/artwork/large/sudowoodo.jpg
Politoed,0186,Water,Frog Pokémon,1.1 m (3′07″),33.9 kg (74.7 lbs),1. | Water Absorb | 2. | Damp | Drizzle | (hidden ability),0075 | (Gold/Silver/Crystal) | 0075 | (HeartGold/SoulSilver) | 0036 | (X/Y — Mountain Kalos) | 0152 | (Sun/Moon — Alola dex) | 0185 | (U.Sun/U.Moon — Alola dex) | 0145 | (The Isle of Armor) | 0042 | (The Teal Mask),3 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),225,Medium Slow,Water 1,"50% male, 50% female","20				(4,884–5,140 steps)",90,75,75,90,100,70,500,https://img.pokemondb.net/artwork/large/politoed.jpg
Hoppip,0187,Grass | Flying,Cottonweed Pokémon,0.4 m (1′04″),0.5 kg (1.1 lbs),1. | Chlorophyll | 2. | Leaf Guard | Infiltrator | (hidden ability),0067 | (Gold/Silver/Crystal) | 0067 | (HeartGold/SoulSilver) | 0135 | (X/Y — Central Kalos) | 0016 | (Scarlet/Violet),1 Sp. Def,"255 (33.3% with PokéBall, full HP)",50 (normal),50,Medium Slow,"Fairy, Grass","50% male, 50% female","20				(4,884–5,140 steps)",35,35,40,35,55,50,250,https://img.pokemondb.net/artwork/large/hoppip.jpg
Skiploom,0188,Grass | Flying,Cottonweed Pokémon,0.6 m (2′00″),1.0 kg (2.2 lbs),1. | Chlorophyll | 2. | Leaf Guard | Infiltrator | (hidden ability),0068 | (Gold/Silver/Crystal) | 0068 | (HeartGold/SoulSilver) | 0136 | (X/Y — Central Kalos) | 0017 | (Scarlet/Violet),2 Speed,"120 (15.7% with PokéBall, full HP)",50 (normal),119,Medium Slow,"Fairy, Grass","50% male, 50% female","20				(4,884–5,140 steps)",55,45,50,45,65,80,340,https://img.pokemondb.net/artwork/large/skiploom.jpg
Jumpluff,0189,Grass | Flying,Cottonweed Pokémon,0.8 m (2′07″),3.0 kg (6.6 lbs),1. | Chlorophyll | 2. | Leaf Guard | Infiltrator | (hidden ability),0069 | (Gold/Silver/Crystal) | 0069 | (HeartGold/SoulSilver) | 0137 | (X/Y — Central Kalos) | 0018 | (Scarlet/Violet),3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),230,Medium Slow,"Fairy, Grass","50% male, 50% female","20				(4,884–5,140 steps)",75,55,70,55,95,110,460,https://img.pokemondb.net/artwork/large/jumpluff.jpg
Aipom,0190,Normal,Long Tail Pokémon,0.8 m (2′07″),11.5 kg (25.4 lbs),1. | Run Away | 2. | Pickup | Skill Link | (hidden ability),0122 | (Gold/Silver/Crystal) | 0063 | (Diamond/Pearl) | 0063 | (Platinum) | 0123 | (HeartGold/SoulSilver) | 0368 | (U.Sun/U.Moon — Alola dex) | 0063 | (Brilliant Diamond/Shining Pearl) | 0078 | (Legends: Arceus) | 0047 | (The Teal Mask),1 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),72,Fast,Field,"50% male, 50% female","20				(4,884–5,140 steps)",55,70,55,40,55,85,360,https://img.pokemondb.net/artwork/large/aipom.jpg
Sunkern,0191,Grass,Seed Pokémon,0.3 m (1′00″),1.8 kg (4.0 lbs),1. | Chlorophyll | 2. | Solar Power | Early Bird | (hidden ability),0102 | (Gold/Silver/Crystal) | 0103 | (HeartGold/SoulSilver) | 0020 | (Black 2/White 2) | 0031 | (Scarlet/Violet),1 Sp. Atk,"235 (30.7% with PokéBall, full HP)",50 (normal),36,Medium Slow,Grass,"50% male, 50% female","20				(4,884–5,140 steps)",30,30,30,30,30,30,180,https://img.pokemondb.net/artwork/large/sunkern.jpg
Sunflora,0192,Grass,Sun Pokémon,0.8 m (2′07″),8.5 kg (18.7 lbs),1. | Chlorophyll | 2. | Solar Power | Early Bird | (hidden ability),0103 | (Gold/Silver/Crystal) | 0104 | (HeartGold/SoulSilver) | 0021 | (Black 2/White 2) | 0032 | (Scarlet/Violet),2 Sp. Atk,"120 (15.7% with PokéBall, full HP)",50 (normal),149,Medium Slow,Grass,"50% male, 50% female","20				(4,884–5,140 steps)",75,75,55,105,85,30,425,https://img.pokemondb.net/artwork/large/sunflora.jpg
Yanma,0193,Bug | Flying,Clear Wing Pokémon,1.2 m (3′11″),38.0 kg (83.8 lbs),1. | Speed Boost | 2. | Compound Eyes | Frisk | (hidden ability),0101 | (Gold/Silver/Crystal) | 0183 | (Platinum) | 0101 | (HeartGold/SoulSilver) | 0286 | (Black 2/White 2) | 0087 | (X/Y — Coastal Kalos) | 0105 | (Legends: Arceus) | 0003 | (The Teal Mask),1 Speed,"75 (9.8% with PokéBall, full HP)",50 (normal),78,Medium Fast,Bug,"50% male, 50% female","20				(4,884–5,140 steps)",65,65,45,75,45,95,390,https://img.pokemondb.net/artwork/large/yanma.jpg
Wooper,0194,Water | Ground,Water Fish Pokémon,0.4 m (1′04″),8.5 kg (18.7 lbs),1. | Damp | 2. | Water Absorb | Unaware | (hidden ability),0056 | (Gold/Silver/Crystal) | 0117 | (Diamond/Pearl) | 0117 | (Platinum) | 0056 | (HeartGold/SoulSilver) | 0017 | (X/Y — Mountain Kalos) | 0100 | (Sword/Shield) | 0117 | (Brilliant Diamond/Shining Pearl) | 0053 | (Scarlet/Violet) | 0058 | (The Isle of Armor) | 0005 | (The Teal Mask),1 HP,"255 (33.3% with PokéBall, full HP)",50 (normal),42,Medium Fast,"Field, Water 1","50% male, 50% female","20				(4,884–5,140 steps)",55,45,45,25,25,15,210,https://img.pokemondb.net/artwork/large/wooper.jpg
Quagsire,0195,Water | Ground,Water Fish Pokémon,1.4 m (4′07″),75.0 kg (165.3 lbs),1. | Damp | 2. | Water Absorb | Unaware | (hidden ability),0057 | (Gold/Silver/Crystal) | 0118 | (Diamond/Pearl) | 0118 | (Platinum) | 0057 | (HeartGold/SoulSilver) | 0018 | (X/Y — Mountain Kalos) | 0101 | (Sword/Shield) | 0118 | (Brilliant Diamond/Shining Pearl) | 0059 | (The Isle of Armor) | 0006 | (The Teal Mask),2 HP,"90 (11.8% with PokéBall, full HP)",50 (normal),151,Medium Fast,"Field, Water 1","50% male, 50% female","20				(4,884–5,140 steps)",95,85,85,65,65,35,430,https://img.pokemondb.net/artwork/large/quagsire.jpg
Espeon,0196,Psychic,Sun Pokémon,0.9 m (2′11″),26.5 kg (58.4 lbs),1. | Synchronize | Magic Bounce | (hidden ability),0184 | (Gold/Silver/Crystal) | 0167 | (Platinum) | 0188 | (HeartGold/SoulSilver) | 0095 | (Black 2/White 2) | 0081 | (X/Y — Coastal Kalos) | 0127 | (Sun/Moon — Alola dex) | 0157 | (U.Sun/U.Moon — Alola dex) | 0200 | (Sword/Shield) | 0029 | (Legends: Arceus) | 0183 | (Scarlet/Violet) | 0104 | (Legends: Z-A) | 0079 | (The Crown Tundra),2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),184,Medium Fast,Field,"87.5% male, 12.5% female","35				(8,739–8,995 steps)",65,65,60,130,95,110,525,https://img.pokemondb.net/artwork/large/espeon.jpg
Umbreon,0197,Dark,Moonlight Pokémon,1.0 m (3′03″),27.0 kg (59.5 lbs),1. | Synchronize | Inner Focus | (hidden ability),0185 | (Gold/Silver/Crystal) | 0168 | (Platinum) | 0189 | (HeartGold/SoulSilver) | 0096 | (Black 2/White 2) | 0082 | (X/Y — Coastal Kalos) | 0128 | (Sun/Moon — Alola dex) | 0158 | (U.Sun/U.Moon — Alola dex) | 0201 | (Sword/Shield) | 0030 | (Legends: Arceus) | 0184 | (Scarlet/Violet) | 0105 | (Legends: Z-A) | 0078 | (The Crown Tundra),2 Sp. Def,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),184,Medium Fast,Field,"87.5% male, 12.5% female","35				(8,739–8,995 steps)",95,65,110,60,130,65,525,https://img.pokemondb.net/artwork/large/umbreon.jpg
Murkrow,0198,Dark | Flying,Darkness Pokémon,0.5 m (1′08″),2.1 kg (4.6 lbs),1. | Insomnia | 2. | Super Luck | Prankster | (hidden ability),0208 | (Gold/Silver/Crystal) | 0074 | (Diamond/Pearl) | 0074 | (Platinum) | 0213 | (HeartGold/SoulSilver) | 0051 | (X/Y — Mountain Kalos) | 0277 | (Sun/Moon — Alola dex) | 0078 | (U.Sun/U.Moon — Alola dex) | 0074 | (Brilliant Diamond/Shining Pearl) | 0140 | (Legends: Arceus) | 0232 | (Scarlet/Violet),1 Speed,"30 (3.9% with PokéBall, full HP)",35 (lower than normal),81,Medium Slow,Flying,"50% male, 50% female","20				(4,884–5,140 steps)",60,85,42,85,42,91,405,https://img.pokemondb.net/artwork/large/murkrow.jpg
Slowking,0199,Water | Psychic,Royal Pokémon,2.0 m (6′07″),79.5 kg (175.3 lbs),1. | Oblivious | 2. | Own Tempo | Regenerator | (hidden ability),0082 | (Gold/Silver/Crystal) | 0082 | (HeartGold/SoulSilver) | 0135 | (X/Y — Coastal Kalos) | 0039 | (Sun/Moon — Alola dex) | 0046 | (U.Sun/U.Moon — Alola dex) | 0326 | (Scarlet/Violet) | 0139 | (Legends: Z-A) | 0003 | (The Isle of Armor) | 0077 | (The Indigo Disk),2 Sp. Def,"70 (9.1% with PokéBall, full HP)",50 (normal),172,Medium Fast,"Monster, Water 1","50% male, 50% female","20				(4,884–5,140 steps)",95,75,80,100,110,30,490,https://img.pokemondb.net/artwork/large/slowking.jpg
Misdreavus,0200,Ghost,Screech Pokémon,0.7 m (2′04″),1.0 kg (2.2 lbs),1. | Levitate,0214 | (Gold/Silver/Crystal) | 0072 | (Diamond/Pearl) | 0072 | (Platinum) | 0219 | (HeartGold/SoulSilver) | 0066 | (Sun/Moon — Alola dex) | 0372 | (U.Sun/U.Moon — Alola dex) | 0072 | (Brilliant Diamond/Shining Pearl) | 0197 | (Legends: Arceus) | 0114 | (Scarlet/Violet),1 Sp. Def,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),87,Fast,Amorphous,"50% male, 50% female","25				(6,169–6,425 steps)",60,60,60,85,85,85,435,https://img.pokemondb.net/artwork/large/misdreavus.jpg
